TIMESTAMP,time,RECORD,AirTemp_Avg,RH_Avg,RHcorrected_Avg,WindSpeed_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SnowDepth,SignalQuality,short_in_Avg,short_out_Avg,long_in_Avg,long_out_Avg,cnr4_T_C_Avg,cnr4_T_K_Avg,long_in_corr_Avg,long_out_corr_Avg,net_short_Avg,net_long_Avg,albedo_Avg,net_rad_Avg,SnowTemp20cm_Avg,SnowTemp150cm_Avg,Rainfall_Tot,VWC,EC,SoilTemp_650,HFP_Avg,Pressure,AirTemp_Std,RHcorrected_Std,WindSpeed_Std,short_in_Std,short_out_Std,long_in_Std,long_out_Std,cnr4_T_C_Std
2016-08-19 05:45,5.75,18500,3.828,86.2,86.2,0.942,132.9,12.61,0.005,175,-2.905643,3.115308,-79.60363,-5.777138,1.416828,274.5668,242.6336,316.4601,-6.020951,-73.82648,-1.077996,-79.84744,1.572,3.325,0,0.208,0.04,2.349,-48.01713,"1,026.769",0.016,0.142,0.422,0.1489002,0.6856793,1.596313,0.4596631,0.108
2016-08-19 06:00,6,18501,3.848,86.4,86.4,1.634,123.5,9.01,0.003,184,-3.717597,3.90451,-83.00386,-5.695653,1.919143,275.0691,241.5979,318.9061,-7.622108,-77.30821,-1.061747,-84.93031,1.356,3.328,0,0.208,0.04,2.307,-46.34031,"1,026.649",0.041,0.222,0.173,0.3707893,0.2879601,3.123942,0.4529813,0.109
2016-08-19 06:15,6.25,18502,3.783,86.1,86.1,1.282,139.4,16.98,0.003,170,-4.499825,2.9338,-86.94886,-7.781393,2.002768,275.1528,238.0476,317.2151,-7.433626,-79.16747,-0.6547414,-86.6011,1.394,3.306,0,0.208,0.04,2.272,-45.64576,"1,026.527",0.069,0.734,0.237,0.2045655,0.2640815,0.3804047,0.9111686,0.058
2016-08-19 06:30,6.5,18503,3.665,85.4,85.4,0.256,132.6,17.11,0.004,187,-1.959103,3.206841,-85.73022,-10.44579,1.594393,274.7444,237.3418,312.6262,-5.165944,-75.28444,-0.1170381,-80.45038,1.419,2.857,0,0.208,0.04,2.174,-46.13424,"1,026.487",0.101,0.882,0.304,1.968691,0.476029,0.9533992,0.4338349,0.167
2016-08-19 06:45,6.75,18504,3.595,85.8,85.8,0.063,92.3,0.12,0.003,180,4.297141,3.871968,-84.12195,-9.284801,1.136139,274.2861,236.7995,311.6367,0.4251729,-74.83715,1.239955,-74.41197,1.157,2.341,0,0.208,0.039,2.068,-46.51008,"1,026.489",0.058,0.85,0.147,2.239952,0.4969632,0.6159354,0.4953702,0.101
2016-08-19 07:00,7,18505,3.81,83,83,0.644,109.9,21.01,0.003,187,25.86782,7.487391,-84.02738,-9.077165,1.235139,274.3851,237.3581,312.3083,18.38043,-74.95022,0.3147371,-56.56979,1.59,3.03,0,0.207,0.039,1.972,-45.47963,"1,026.419",0.054,1.512,0.317,9.217007,1.710883,2.15735,0.557654,0.161
2016-08-19 07:15,7.25,18506,3.949,79.09,79.09,0.771,96.9,21.65,0.003,179,68.54028,18.84635,-90.37706,-11.9272,2.094705,275.2447,235.0566,313.5065,49.69392,-78.44987,0.2757406,-28.75594,2.584,4.054,0,0.207,0.039,1.953,-43.55067,"1,026.417",0.068,2.12,0.458,9.329361,2.317339,1.457749,0.7755514,0.323
2016-08-19 07:30,7.5,18507,3.981,80.9,80.9,1.177,107,12.62,0.007,170,100.8903,26.52595,-94.30995,-12.51434,3.093365,276.2433,235.8715,317.6671,74.36438,-81.79561,0.263687,-7.431226,3.655,4.155,0,0.207,0.039,2.023,-41.16223,"1,026.446",0.073,1.071,0.241,10.78588,2.14867,0.6241276,0.09787502,0.254
2016-08-19 07:45,7.75,18508,4.413,80.1,80.1,0.407,131.8,15.05,0.008,187,143.0318,34.63454,-97.10315,-12.12889,3.936544,277.0865,237.1279,322.1021,108.3973,-84.97426,0.2426096,23.42304,3.928,4.378,0,0.207,0.039,2.071,-38.96305,"1,026.31",0.226,1.504,0.424,11.75365,2.054255,1.040599,0.1089325,0.244
2016-08-19 08:00,8,18509,4.621,78.61,78.61,1.336,110.1,27.63,0.009,178,188.925,43.23137,-100.0557,-10.72038,4.748282,277.8983,238.1087,327.444,145.6936,-89.33535,0.2289415,56.35823,5.3,5.268,0,0.207,0.039,2.33,-35.7733,"1,026.289",0.108,1.602,0.402,14.48725,3.039087,0.4546179,0.9092578,0.205
2016-08-19 08:15,8.25,18510,4.796,76.39,76.39,1.514,80.1,15.63,0.009,169,229.4951,50.98692,-101.8588,-7.693645,5.291966,278.442,238.9589,333.1241,178.5081,-94.16517,0.2222459,84.34296,6.546,7.116,0,0.207,0.039,3.007,-18.39679,"1,026.186",0.086,1.749,0.32,11.93664,2.350805,0.3749694,0.9619891,0.105
2016-08-19 08:30,8.5,18511,5.248,72.94,72.94,1.324,78.74,20.39,0.009,169,287.2379,61.92943,-103.2701,-3.573368,5.867841,279.0178,240.377,340.0737,225.3085,-99.69673,0.2156941,125.6117,7.557,7.961,0,0.207,0.039,4.041,14.51291,"1,026.085",0.218,1.635,0.417,13.92409,2.492009,0.5279477,1.089292,0.232
2016-08-19 08:45,8.75,18512,5.231,73.58,73.58,2.797,97.8,16.85,0.009,170,328.8873,67.56604,-102.92,-1.19578,6.210115,279.3601,242.4151,344.1393,261.3212,-101.7243,0.2050151,159.597,7.245,7.01,0,0.207,0.039,5.256,40.81509,"1,025.948",0.168,1.893,0.584,42.9576,9.673243,1.029301,1.833967,0.068
2016-08-19 09:00,9,18513,5.696,74.28,74.28,1.798,75.14,29.43,0.009,181,389.1992,79.28136,-103.8996,5.023646,6.59453,279.7445,243.3417,352.2649,309.9179,-108.9232,0.2036594,200.9947,8.95,8.27,0,0.207,0.039,6.497,66.12484,"1,025.896",0.382,2.259,0.793,17.33404,3.919022,1.197951,1.055312,0.24
2016-08-19 09:15,9.25,18514,5.65,72.82,72.82,2.306,95.7,22.13,0.009,170,335.7832,65.69035,-104.4819,3.499766,6.80165,279.9516,243.7877,351.7693,270.0929,-107.9817,0.1952981,162.1112,8.31,7.449,0,0.207,0.039,7.217,51.03638,"1,025.922",0.129,2.13,0.73,37.25559,8.395567,0.8619692,1.312843,0.113
2016-08-19 09:30,9.5,18515,6.18,70.12,70.12,0.594,66.74,44.34,0.007,169,327.3101,63.68579,-103.6696,6.507003,7.061236,280.2112,245.895,356.0716,263.6243,-110.1766,0.1942956,153.4478,8.65,8.47,0,0.207,0.039,7.837,56.62854,"1,025.834",0.254,2.175,0.624,42.77861,8.954062,0.7995413,1.658634,0.259
2016-08-19 09:45,9.75,18516,5.875,70.88,70.88,2.115,78.47,27.65,0.011,169,347.0659,65.17899,-104.1904,4.884816,7.267488,280.4175,246.4034,355.4786,281.8869,-109.0752,0.1875803,172.8117,9.22,8.46,0,0.207,0.039,8.25,49.72947,"1,025.826",0.246,2.049,0.895,57.47532,11.31808,0.5243336,2.66556,0.162
2016-08-19 10:00,10,18517,6.427,68.35,68.35,2.227,79.25,25.77,0.012,170,536.0223,102.4706,-104.7657,15.77078,7.617883,280.7679,247.5887,368.1252,433.5516,-120.5365,0.1910437,313.0151,11.35,10.13,0,0.208,0.039,9.33,89.67363,"1,025.741",0.406,2.31,0.614,75.63728,14.7854,0.4716859,3.866909,0.462
2016-08-19 10:15,10.25,18518,6.994,65.14,65.14,2.51,102.4,28.34,0.01,177,550.0226,101.387,-105.6795,16.77124,8.92739,282.0774,253.2904,375.7411,448.6357,-122.4508,0.1837648,326.1849,11.5,9.88,0,0.208,0.04,10.67,108.438,"1,025.846",0.36,2.22,1.102,80.66769,16.74819,1.126097,3.720744,0.242
2016-08-19 10:30,10.5,18519,6.974,64.7,64.7,2.527,103.2,25,0.013,178,597.3823,108.2743,-106.0262,19.34684,9.187036,282.337,254.267,379.64,489.108,-125.3731,0.1810435,363.735,11.84,9.43,0,0.208,0.04,11.71,110.4105,"1,025.789",0.276,1.971,0.949,69.80297,13.71101,1.311882,3.14265,0.224
2016-08-19 10:45,10.75,18520,7.082,64.03,64.03,3.732,90.2,24.81,0.012,178,644.7975,116.5159,-108.4203,21.40069,9.177165,282.3271,251.8213,381.6423,528.2816,-129.821,0.1805826,398.4606,12.34,8.63,0,0.208,0.04,12.54,108.7416,"1,025.539",0.257,1.846,0.965,59.48191,11.51877,0.8708888,2.025037,0.074
2016-08-19 11:00,11,18521,7.62,63.36,63.36,4.356,107.2,19.66,0.008,173,708.8599,127.0913,-109.4232,24.60175,9.595667,282.7457,252.9601,386.9851,581.7686,-134.025,0.1792835,447.7436,12.59,8.66,0,0.208,0.04,13.46,121.9631,"1,025.492",0.302,2.142,1.025,17.05478,3.329413,0.554075,1.691942,0.204
2016-08-19 11:15,11.25,18522,8.68,55.63,55.63,4.512,138,20.35,0.01,177,739.7663,131.632,-110.6619,25.59938,10.3717,283.5217,255.7188,391.9801,608.1343,-136.2613,0.1779231,471.873,12.83,9.37,0,0.209,0.041,14.23,125.7699,"1,025.483",0.559,7.059,1.007,33.58058,6.245636,0.9791524,1.965806,0.367
2016-08-19 11:30,11.5,18523,9.05,52.19,52.19,3.629,150.6,48.9,0.008,182,764.3331,133.5011,-111.6757,28.99922,11.30348,284.4535,259.5432,400.218,630.832,-140.6749,0.1746423,490.1571,13.5,9.91,0,0.209,0.041,15.32,142.8125,"1,025.473",0.475,7.804,1.481,27.51137,5.299433,0.8225764,3.857774,0.25
2016-08-19 11:45,11.75,18524,9.27,51.3,51.3,4.24,136.3,41.2,0.01,173,764.5775,131.483,-113.6734,28.23973,11.98864,285.1386,261.1362,403.0493,633.0945,-141.9132,0.1719496,491.1813,13.83,11.17,0,0.209,0.042,16.3,143.2638,"1,025.143",0.446,4.646,2.058,35.21468,6.470878,1.265604,4.002435,0.329
2016-08-19 12:00,12,18525,9.06,50.83,50.83,5.594,120,15.22,0.013,175,830.6317,142.6353,-110.4934,30.8347,11.40426,284.5543,261.2503,402.5783,687.9963,-141.3281,0.1717056,546.6683,14.14,11.53,0,0.21,0.042,16.61,132.3083,"1,024.936",0.251,4.524,1.501,24.70474,4.656141,1.180019,2.420102,0.071
2016-08-19 12:15,12.25,18526,9.48,53.78,53.78,5.258,117.4,17.34,0.012,173,804.053,137.2191,-108.4389,33.44758,11.7058,284.8558,264.8844,406.771,666.834,-141.8865,0.1704165,524.9474,14.61,12.09,0,0.21,0.042,17.22,138.3011,"1,024.774",0.258,2.705,1.307,98.26953,18.19777,0.7262426,5.716866,0.242
2016-08-19 12:30,12.5,18527,9.72,53.05,53.05,5.316,101.4,17.26,0.015,180,866.5463,148.2006,-108.7853,37.31388,11.87385,285.0238,265.4205,411.5197,718.3456,-146.0992,0.1710302,572.2465,15.55,12.73,0,0.21,0.043,17.89,139.7176,"1,024.692",0.468,3.409,1.426,26.68493,4.496602,0.506716,3.810524,0.289
2016-08-19 12:45,12.75,18528,10.23,50.9,50.9,5.938,103.2,14.52,0.011,178,870.5268,147.4187,-108.9073,37.07919,12.39864,285.5486,268.0599,414.0464,723.1081,-145.9865,0.1693524,577.1216,16.02,13.41,0,0.211,0.043,18.72,136.3702,"1,024.447",0.259,2.495,1.008,28.23492,4.606429,1.216985,2.137519,0.064
2016-08-19 13:00,13,18529,11.22,45.36,45.36,2.947,105.3,81.4,0.009,179,911.9534,155.9525,-108.0531,47.68135,13.36469,286.5147,274.0619,429.7963,756.0009,-155.7344,0.17101,600.2665,18.24,15.7,0,0.212,0.044,20.16,166.707,"1,024.677",0.687,5.272,2.48,29.14808,5.065957,2.269334,5.567137,0.859
2016-08-19 13:15,13.25,18530,11.75,39.12,39.12,2.132,143.7,76.54,0.012,192,860.4426,145.1684,-112.0285,45.77797,15.30334,288.4533,280.5151,438.3215,715.2743,-157.8064,0.168483,557.4678,18.32,16.02,0,0.212,0.044,21.58,175.2686,"1,024.546",0.533,4.633,1.644,94.20036,17.58064,1.419071,8.645576,0.286
2016-08-19 13:30,13.5,18531,11.62,43.08,43.08,2.474,113.2,46.14,0.009,186,748.4012,123.9783,-111.6928,39.56021,15.48168,288.6317,281.8234,433.0764,624.423,-151.253,0.1655407,473.17,18.35,15.52,0,0.213,0.045,22.12,148.2784,"1,024.494",0.336,3.37,1.165,100.225,17.239,1.417419,5.352374,0.341
2016-08-19 13:45,13.75,18532,11.86,39.63,39.63,1.836,156,62.66,0.012,183,862.7798,145.5291,-118.6932,47.21935,15.5291,288.6791,275.0811,440.9937,717.2509,-165.9126,0.1686582,551.3383,18.74,15.08,0,0.213,0.046,22.97,161.6218,"1,024.325",0.338,2.842,1.22,56.05905,9.710418,1.928275,4.383435,0.309
2016-08-19 14:00,14,18533,11.74,36.13,36.13,2.786,129.7,45.8,0.009,182,872.2724,145.524,-118.1653,48.28785,15.51515,288.6651,275.5335,441.9866,726.7484,-166.4531,0.1668072,560.2953,19.12,15.71,0,0.214,0.046,23.41,152.563,"1,024.194",0.469,2.855,2.088,16.76808,4.295905,1.26596,7.468472,0.342
2016-08-19 14:15,14.25,18534,12.21,35.27,35.27,2.298,97.5,78.02,0.01,188,843.188,140.8578,-119.2237,48.11401,16.11166,289.2617,277.7368,445.0746,702.3303,-167.3377,0.1670437,534.9925,20.11,16.95,0,0.214,0.047,24.01,157.573,"1,024.028",0.366,2.614,1.304,28.78102,5.108913,1.043823,3.455494,0.167
2016-08-19 14:30,14.5,18535,12.39,34.88,34.88,2.848,155,78.71,0.007,182,854.3271,143.4558,-114.751,49.7228,15.73967,288.8896,280.1727,444.6465,710.8713,-164.4738,0.1679102,546.3975,19.46,16.39,0,0.215,0.047,24.4,150.9902,"1,023.824",0.58,2.38,1.515,19.11078,3.616186,0.7475055,4.519816,0.261
2016-08-19 14:45,14.75,18536,12.3,33.73,33.73,1.641,27.93,83,0.013,182,804.4091,135.1468,-113.6811,50.25442,16.0859,289.2359,283.1388,447.0743,669.2623,-163.9355,0.1679826,505.3267,21.01,17.21,0,0.215,0.048,24.73,148.5685,"1,023.739",0.394,1.409,0.868,33.83957,6.287731,1.242679,3.798723,0.234
2016-08-19 15:00,15,18537,13,33.54,33.54,2.503,300,72.45,0.013,190,836.5857,140.2535,-114.7696,47.93402,16.68869,289.8387,285.3674,448.071,696.3323,-162.7036,0.1676523,533.6286,21.31,17.17,0,0.216,0.049,25.05,151.9,"1,023.534",0.308,1.85,1.2,19.53882,3.304795,1.544809,2.245108,0.091
2016-08-19 15:15,15.25,18538,12.16,33.02,33.02,5.289,280.4,32.74,0.008,178,800.8226,134.6505,-105.1779,44.33818,15.05172,288.2017,286.0101,435.5262,666.1722,-149.5161,0.1681658,516.656,19.19,15.21,0,0.216,0.049,24.56,127.4285,"1,023.451",0.365,1.722,2.334,36.99454,5.987529,3.712237,4.668153,0.721
2016-08-19 15:30,15.5,18539,13.01,33.45,33.45,1.814,23.03,82.6,0.01,182,723.6921,123.7315,-101.4902,46.44643,15.46704,288.617,291.9482,439.8849,599.9606,-147.9366,0.1709031,452.0239,20.82,17.17,0,0.216,0.05,24.42,122.5807,"1,023.374",0.328,1.605,1.145,77.75838,13.74352,1.455474,4.557533,0.433
2016-08-19 15:45,15.75,18540,12.99,33.67,33.67,2.092,266.8,99.1,0.011,182,749.2559,127.7834,-102.7236,44.85587,16.30446,289.4544,295.296,442.8755,621.4725,-147.5795,0.1704953,473.893,20.46,16.69,0,0.217,0.05,24.58,125.5237,"1,023.212",0.337,1.653,1.024,59.51878,10.6427,2.570603,3.630275,0.123
2016-08-19 16:00,16,18541,13.25,33.75,33.75,1.769,150,59.98,0.009,182,686.2617,117.8832,-109.6594,41.36788,16.65553,289.8055,290.2952,441.3225,568.3785,-151.0273,0.1716154,417.3513,20.58,17.04,0,0.217,0.051,24.58,116.1425,"1,023.129",0.18,1.428,1.275,110.1173,19.26505,1.660998,5.677737,0.178
2016-08-19 16:15,16.25,18542,13.13,32.94,32.94,1.677,281.2,86.2,0.009,178,684.394,117.6582,-110.1762,40.57485,16.93729,290.0873,291.3354,442.0864,566.7358,-150.7511,0.1718705,415.9848,20.53,16.89,0,0.217,0.051,24.56,116.8461,"1,023.206",0.275,1.427,1.415,63.32405,11.18014,1.647848,3.496809,0.09
2016-08-19 16:30,16.5,18543,13.19,33.37,33.37,2.246,327,84.1,0.009,182,646.7285,112.3427,-109.6665,36.45897,16.57552,289.7255,289.847,435.9724,534.3857,-146.1254,0.1733095,388.2603,21.17,16.91,0,0.218,0.051,24.11,106.613,"1,023.124",0.237,1.123,1.405,84.95332,16.103,1.205002,3.367423,0.208
2016-08-19 16:45,16.75,18544,12.82,34,34,4.487,303.5,42.18,0.008,179,623.6055,110.7519,-105.7828,34.31458,15.28616,288.4362,286.672,426.7694,512.8536,-140.0974,0.1775984,372.7562,20.67,15.79,0,0.218,0.052,23.03,100.5986,"1,022.845",0.351,1.288,2.155,25.75816,4.672551,2.231862,3.648337,0.5
2016-08-19 17:00,17,18545,12.61,34.36,34.36,5.272,292.1,35.24,0.009,177,572.886,103.3196,-102.0786,29.72829,14.41668,287.5667,285.6606,417.4674,469.5664,-131.8069,0.1803532,337.7596,18.97,14.83,0,0.218,0.052,21.88,84.34937,"1,022.971",0.291,0.925,2.371,17.12546,3.084492,0.9395689,3.554602,0.274
2016-08-19 17:15,17.25,18546,12.55,34.75,34.75,6.61,267.8,30.39,0.009,178,545.3582,100.3715,-100.9896,25.62613,13.89401,287.044,283.9371,410.5528,444.9867,-126.6157,0.1840237,318.371,17.39,14.37,0,0.218,0.052,20.82,64.3271,"1,022.744",0.174,0.736,3.126,15.69749,3.392058,0.5036082,3.888141,0.184
2016-08-19 17:30,17.5,18547,12.52,35.46,35.46,6.589,272.8,26.23,0.009,183,563.6186,106.2983,-100.2876,24.57013,13.56426,286.7143,282.8727,407.7304,457.3202,-124.8577,0.1886026,332.4626,17.59,14.32,0,0.218,0.052,19.75,64.85801,"1,022.477",0.181,0.537,3.203,9.437447,1.834787,0.4071062,2.584494,0.087
2016-08-19 17:45,17.75,18548,12.96,36.04,36.04,3.98,310.7,63.71,0.008,177,501.9677,95.81631,-101.3547,24.95783,14.30787,287.4579,285.7965,412.109,406.1514,-126.3125,0.1908626,279.839,19.29,15.53,0,0.218,0.053,19.27,76.31417,"1,022.124",0.24,0.871,2.679,24.69772,4.945416,0.5025947,4.590719,0.158
2016-08-19 18:00,18,18549,12.67,36.74,36.74,5.743,275.5,30.39,0.008,169,428.764,82.56541,-100.1763,16.74077,13.8386,286.9886,284.4531,401.3701,346.1986,-116.917,0.1926437,229.2816,16.94,14.16,0,0.218,0.052,18.4,50.73797,"1,022.406",0.116,0.627,2.404,25.23918,4.411441,0.3993516,1.584201,0.165
2016-08-19 18:15,18.25,18550,12.62,37.6,37.6,6.378,289,22.04,0.009,179,394.3958,78.99548,-101.0679,13.5245,13.42069,286.5707,281.3254,395.9178,315.4003,-114.5924,0.2003232,200.8079,17.21,14.08,0,0.218,0.053,17.35,43.67405,"1,022.369",0.186,0.62,2.389,12.05979,2.155801,0.2593297,2.02143,0.07
2016-08-19 18:30,18.5,18551,12.63,37.58,37.58,6.971,257,23.04,0.007,171,362.3177,74.31141,-101.0229,10.48686,13.29255,286.4425,280.6868,392.1966,288.0063,-111.5097,0.205116,176.4965,15.83,13.67,0,0.217,0.052,16.58,29.47216,"1,021.978",0.096,0.419,3.12,16.24251,3.285489,0.2706524,1.929469,0.049
2016-08-19 18:45,18.75,18552,12.53,38.28,38.28,7.706,262.3,28.01,0.009,174,312.5244,65.10609,-99.0062,6.878284,13.06677,286.2168,281.5016,387.3861,247.4183,-105.8845,0.2083143,141.5338,15.46,13.52,0,0.217,0.052,15.73,16.25447,"1,021.983",0.117,0.53,2.758,19.95196,4.204011,1.438958,1.377081,0.098
2016-08-19 19:00,19,18553,12.36,38.98,38.98,8.98,258.5,18.05,0.008,170,221.8304,46.17461,-96.28462,2.234844,12.66399,285.814,282.0862,380.6057,175.6557,-98.51946,0.2066785,77.13628,14.08,12.98,0,0.217,0.052,14.99,-0.01915285,"1,021.67",0.122,0.563,2.141,56.17519,12.828,0.696778,2.527849,0.151
2016-08-19 19:15,19.25,18554,12.28,38.8,38.8,9.99,261.4,14.19,0.008,182,193.5852,41.1278,-92.81067,-0.2201524,12.34174,285.4917,283.8561,376.4466,152.4574,-92.59052,0.2109245,59.86684,13.53,12.77,0,0.217,0.052,14.26,-11.84945,"1,020.769",0.074,0.914,2.399,46.58118,11.28102,1.785974,1.598107,0.07
2016-08-19 19:30,19.5,18555,12.16,39.56,39.56,9.9,261.3,13.11,0.007,169,201.9588,42.06609,-88.15924,0.04307381,12.39958,285.5496,288.8131,377.0154,159.8927,-88.20232,0.202199,71.6904,13.52,12.62,0,0.216,0.051,13.91,-4.48087,"1,021.844",0.117,0.532,2.527,68.59303,16.72898,1.257214,2.513404,0.115
2016-08-19 19:45,19.75,18556,11.89,40.78,40.78,8.87,266,14.78,0.007,179,80.56612,14.79068,-87.29967,-4.944107,11.83922,284.9892,286.7222,369.0778,65.77544,-82.35557,0.1836008,-16.58013,11.74,11.89,0,0.216,0.051,13.27,-21.25764,"1,021.138",0.044,0.465,2.142,2.696493,0.5570782,2.027481,0.2394581,0.095
2016-08-19 20:00,20,18557,11.88,40.28,40.28,9.12,252.1,18.16,0.007,179,63.48973,12.54338,-85.0154,-6.151268,11.71895,284.8689,288.3753,367.2394,50.94634,-78.86414,0.1990283,-27.91779,11.55,11.83,0,0.216,0.051,12.78,-22.49387,"1,021.503",0.042,0.542,2.344,12.11244,1.905108,1.921181,0.9265368,0.026
2016-08-19 20:15,20.25,18558,11.84,40.36,40.36,8.95,250.3,17.11,0.008,169,53.69101,11.11863,-75.59034,-6.578868,11.65849,284.8085,297.4835,366.4949,42.57238,-69.01147,0.2071272,-26.43908,11.44,11.76,0,0.215,0.05,12.37,-21.7202,"1,021.511",0.044,0.497,2.233,3.325235,0.6619831,4.344659,0.3405817,0.013
2016-08-19 20:30,20.5,18559,11.73,40.72,40.72,6.814,253.9,24.11,0.007,169,22.51865,5.374711,-74.6051,-8.437661,11.49209,284.6421,297.5977,363.7652,17.14393,-66.16744,0.2489836,-49.02351,11.1,11.57,0,0.215,0.05,11.95,-23.96865,"1,021.715",0.057,0.472,2.757,9.693254,1.719374,1.339065,0.9199114,0.079
2016-08-19 20:45,20.75,18560,11.53,41.77,41.77,3.683,298,57.97,0.006,169,5.018025,2.182713,-64.98429,-9.6955,11.21113,284.3611,305.7513,361.0401,2.835313,-55.2888,0.5350681,-52.45348,10.54,11.29,0,0.214,0.049,11.55,-26.56085,"1,021.603",0.078,0.367,2.076,2.86104,0.5182686,2.737333,0.6326382,0.114
2016-08-19 21:00,21,18561,11.51,41.6,41.6,5.95,261.3,28.3,0.008,169,-0.6219631,1.306882,-60.44286,-8.930371,11.05697,284.207,309.4894,361.0019,-1.928845,-51.51249,-0.5372169,-53.44133,10.69,11.32,0,0.214,0.049,11.23,-25.74021,"1,021.688",0.105,0.724,2.838,0.9263524,0.1816394,0.5709599,0.7388894,0.095
2016-08-19 21:15,21.25,18562,11.56,41.27,41.27,8.19,241.4,20.03,0.008,169,-2.63054,0.8499093,-64.38261,-9.258353,11.23498,284.3849,306.4771,361.6013,-3.480449,-55.12426,-0.3307458,-58.6047,10.83,11.36,0,0.214,0.049,10.96,-23.49025,"1,021.691",0.069,0.597,2.87,0.3021814,0.1879539,2.224842,0.4921543,0.03
2016-08-19 21:30,21.5,18563,11.57,41.06,41.06,9.2,232.1,22.58,0.007,170,-3.195765,0.7115268,-67.658,-9.737249,11.2955,284.4455,303.5175,361.4383,-3.907292,-57.92075,-0.227685,-61.82804,10.83,11.37,0,0.213,0.049,10.7,-22.32627,"1,021.652",0.073,0.589,3.066,0.2207217,0.2076479,2.318201,0.4673151,0.038
2016-08-19 21:45,21.75,18564,11.48,41.6,41.6,4.945,227.5,36.3,0.007,178,-3.311795,0.8531349,-62.48908,-10.41179,11.09537,284.2454,307.6431,359.7204,-4.16493,-52.07729,-0.263771,-56.24223,10.67,11.26,0,0.213,0.048,10.5,-22.2104,"1,021.413",0.061,0.442,2.432,0.2550575,0.2477082,0.8577852,0.6603088,0.092
2016-08-19 22:00,22,18565,11.42,42.03,42.03,4.847,230.3,39,0.009,169,-3.184836,0.9716848,-61.96178,-10.65978,10.98486,284.1349,307.595,358.897,-4.15652,-51.302,-0.3195442,-55.45852,10.56,11.18,0,0.213,0.048,10.29,-22.23634,"1,022.052",0.098,0.611,2.441,0.4303567,0.3043126,2.039015,0.9929858,0.043
2016-08-19 22:15,22.25,18566,11.37,42.18,42.18,4.304,217.7,30.1,0.008,169,-2.991431,1.113855,-58.42071,-10.74185,10.88641,284.0364,310.6241,358.303,-4.105286,-47.67886,-0.3922226,-51.78415,10.48,11.13,0,0.212,0.048,10.12,-21.11714,"1,022.092",0.092,0.559,1.982,0.3650266,0.3446096,0.32764,0.8308691,0.043
2016-08-19 22:30,22.5,18567,11.36,41.97,41.97,3.93,224.2,24.11,0.008,168,-2.956086,1.15704,-58.06191,-11.21202,10.85797,284.0079,310.8351,357.685,-4.113126,-46.84989,-0.3978131,-50.96301,10.43,11.13,0,0.212,0.047,9.94,-20.8917,"1,022.172",0.072,0.559,1.676,0.2247115,0.2174792,0.8782638,0.8360258,0.031
2016-08-19 22:45,22.75,18568,11.3,42.03,42.03,2.427,242.3,23.35,0.007,173,-3.021844,1.20908,-56.79916,-12.80638,10.69191,283.8419,311.2361,355.2289,-4.230925,-43.99277,-0.4060793,-48.2237,10.08,10.98,0,0.212,0.047,9.77,-22.17025,"1,022.175",0.116,0.613,0.889,0.2243521,0.2050303,0.9475465,1.011709,0.104
2016-08-19 23:00,23,18569,11.21,42.58,42.58,3.341,234.6,35.73,0.005,170,-2.933248,1.411331,-61.28755,-12.47523,10.56082,283.7108,306.068,354.8803,-4.344579,-48.81232,-0.4902253,-53.1569,9.99,10.87,0,0.211,0.047,9.59,-22.34411,"1,022.138",0.112,0.714,1.052,0.2721849,0.2892708,3.353063,0.854431,0.016
2016-08-19 23:15,23.25,18570,10.76,44.39,44.39,3.612,269.3,15.7,0.007,169,-3.764742,0.6740298,-67.89675,-13.9326,10.32337,283.4734,298.2309,352.195,-4.438772,-53.96415,-0.1882199,-58.40292,9.32,10.35,0,0.211,0.047,9.34,-25.44946,"1,022.103",0.2,0.843,0.976,0.3460931,0.3359776,1.02207,0.7042109,0.119
2016-08-19 23:30,23.5,18571,11.01,43.18,43.18,3.986,238.1,31.53,0.008,169,-3.356922,1.746126,-71.00339,-13.41442,10.23076,283.3807,294.6458,352.2347,-5.103048,-57.58897,-0.5398927,-62.69201,9.65,10.63,0,0.211,0.046,9.11,-25.63717,"1,022.187",0.094,0.428,1.609,0.3654126,0.4847596,0.9767464,1.086404,0.056
2016-08-19 23:45,23.75,18572,10.88,43.71,43.71,3.218,217.9,27.22,0.009,178,-4.359518,1.370368,-76.40646,-15.61682,10.26723,283.4172,289.4318,350.2214,-5.729886,-60.78963,-0.3501396,-66.51952,9.4,10.4,0,0.211,0.046,8.92,-26.27386,"1,022.308",0.226,0.941,2.33,0.8214157,0.5328872,2.075657,2.346673,0.181